数据源	文本序号	文本	Opinion 列表	Opinion：ACOS列表
laptop_quad_dev	152.0	such a nice mac	2,3; 	2,3:[3,4 LAPTOP#GENERAL 2 2,3]; 
laptop_quad_dev	153.0	price was very good and met my expectations also shipping was very quick .	3,4; 12,13; 	3,4:[-1,-1 LAPTOP#PRICE 2 3,4]; 12,13:[9,10 SHIPPING#GENERAL 2 12,13]; 
laptop_quad_dev	154.0	however , i have to remove one star for the very unreliable magnetic charging connector .	-1,-1; 	-1,-1:[13,15 POWER_SUPPLY#DESIGN_FEATURES 0 -1,-1]; 
laptop_quad_dev	155.0	my first mac is awesome !	4,5; 	4,5:[2,3 LAPTOP#GENERAL 2 4,5]; 
laptop_quad_dev	156.0	it arrived on time and in excellent condition and my hubby has been happily using it now for several weeks with no problems .	6,7; 13,14; 	6,7:[-1,-1 SHIPPING#GENERAL 2 6,7]; 13,14:[-1,-1 LAPTOP#GENERAL 2 13,14]; 
laptop_quad_dev	157.0	this laptop has all the necessary ports .	-1,-1; 	-1,-1:[1,2 LAPTOP#DESIGN_FEATURES 2 -1,-1]; 
laptop_quad_dev	158.0	as i bought 13 inch model , it is very portable .	10,11; 	10,11:[5,6 LAPTOP#PORTABILITY 2 10,11]; 
laptop_quad_dev	159.0	i ' ve been extremely impressed by this device .	5,6; 	5,6:[8,9 LAPTOP#GENERAL 2 5,6]; 
laptop_quad_dev	160.0	overall : i ' m super happy with this product .	6,7; 	6,7:[9,10 LAPTOP#GENERAL 2 6,7]; 
laptop_quad_dev	161.0	it feels responsive to me , and i went to settings to customize the speed , clicking , and scrolling .	2,3; 	2,3:[-1,-1 HARDWARE#OPERATION_PERFORMANCE 2 2,3]; 
laptop_quad_dev	162.0	the only drawback is that it only comes with 32 gb of hard drive .	2,3; 	2,3:[12,14 HARD_DISC#DESIGN_FEATURES 0 2,3]; 
laptop_quad_dev	163.0	configuring the printer was a little tricky but not bad .	8,10; 	8,10:[2,3 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 1 8,10]; 
laptop_quad_dev	164.0	my desktop runs all my video editing software for my bigger and most demanding projects and mylaptop is great for editing video and running pc games in places other than my home ( like school ! )	18,19; 	18,19:[16,17 LAPTOP#MISCELLANEOUS 2 18,19]; 
laptop_quad_dev	165.0	either they were so slow i couldn ' t get any work done or they just flat out broke after a couple months .	4,5; 	4,5:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 0 4,5]; 
laptop_quad_dev	166.0	this is where the r11 gets interesting .	6,7; 	6,7:[4,5 LAPTOP#USABILITY 2 6,7]; 
laptop_quad_dev	167.0	i have not had any freezing or screen flashing issues .	-1,-1; 	-1,-1:[7,8 DISPLAY#OPERATION_PERFORMANCE 2 -1,-1]; 
laptop_quad_dev	168.0	i guess i got one of the good ones as i have had no trouble at all .	7,8; 	7,8:[-1,-1 LAPTOP#GENERAL 2 7,8]; 
laptop_quad_dev	169.0	did i mention , i can access all my word , excel , and powerpoint files using the google apps .	-1,-1; 	-1,-1:[18,20 SOFTWARE#USABILITY 2 -1,-1]; 
laptop_quad_dev	170.0	i have had it about 4 days and have been checking out how well it runs my favorite android apps .	13,14; 17,18; 	13,14:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 13,14]; 17,18:[18,20 SOFTWARE#OPERATION_PERFORMANCE 2 17,18]; 
laptop_quad_dev	171.0	unfortunately , this particular computer is 100 % unusable after only 2 years and 2 weeks .	8,9; 	8,9:[4,5 LAPTOP#USABILITY 0 8,9]; 
laptop_quad_dev	172.0	it is a timeless design and a very respectable screen .	3,4; 8,9; 	3,4:[4,5 LAPTOP#DESIGN_FEATURES 2 3,4]; 8,9:[9,10 DISPLAY#GENERAL 2 8,9]; 
laptop_quad_dev	173.0	i ' m disappointed with macbook pro 15 _ because sometimes charger macbook pro 15 _ running overheating !	3,4; -1,-1; 	3,4:[-1,-1 LAPTOP#GENERAL 0 3,4]; -1,-1:[-1,-1 POWER_SUPPLY#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_dev	174.0	apple has always priced their hardware high , but you could always make an argument for the style , nice hardware and the unique osx experience .	6,7; -1,-1; 19,20; 23,24; 	6,7:[20,21 COMPANY#PRICE 0 6,7]; -1,-1:[-1,-1 LAPTOP#DESIGN_FEATURES 2 -1,-1]; 19,20:[-1,-1 HARDWARE#GENERAL 2 19,20]; 23,24:[24,25 OS#GENERAL 2 23,24]; 
laptop_quad_dev	175.0	* extremely weak graphics card .	2,3; 	2,3:[3,5 GRAPHICS#OPERATION_PERFORMANCE 0 2,3]; 
laptop_quad_dev	176.0	the intel iris sucks .	3,4; 	3,4:[1,3 HARD_DISC#OPERATION_PERFORMANCE 0 3,4]; 
laptop_quad_dev	177.0	i can ' t use my printer because it ' s not supported .	-1,-1; 	-1,-1:[6,7 PORTS#USABILITY 0 -1,-1]; 
laptop_quad_dev	178.0	usb port go dead until i do a restart .	-1,-1; 	-1,-1:[0,2 PORTS#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_dev	179.0	now i ' m just down to some gripes that are probably here to stay : the bluetooth on this thing is really fussy , the non - functional video output ( using usb - c video out through an hdmi cable sends just a blank desktop background and no audio , even if i am playing a movie or youtube visibly on the c302 screen ) , and that it can ' t hold a vpn connection without dropping it every 20 - 30 minutes .	23,24; -1,-1; 	23,24:[17,18 HARDWARE#OPERATION_PERFORMANCE 0 23,24]; -1,-1:[-1,-1 LAPTOP#CONNECTIVITY 0 -1,-1]; 
laptop_quad_dev	180.0	sometimes they felt a bit half - baked , but i loved the idea , and the keyboard made a world of difference in what you could do with that tablet .	11,12; -1,-1; 	11,12:[-1,-1 LAPTOP#GENERAL 2 11,12]; -1,-1:[17,18 KEYBOARD#GENERAL 2 -1,-1]; 
laptop_quad_dev	181.0	- good screen .	1,2; 	1,2:[2,3 DISPLAY#GENERAL 2 1,2]; 
laptop_quad_dev	182.0	this seems to be a somewhat common issue with chromebooks but this asus model doesn ' t have a way to preform an external reset , which is a big problem if you ' ve setup any personal info on it and it has to be sent back .	-1,-1; 	-1,-1:[12,14 LAPTOP#GENERAL 0 -1,-1]; 
laptop_quad_dev	183.0	the funny part is that the customer service people have been great but they have no control to take care of problems .	11,12; 	11,12:[6,8 SUPPORT#GENERAL 2 11,12]; 
laptop_quad_dev	184.0	all metal body , very slim form factor , and has a pretty decent touchscreen .	5,6; 13,14; 	5,6:[7,8 LAPTOP#DESIGN_FEATURES 2 5,6]; 13,14:[14,15 DISPLAY#GENERAL 2 13,14]; 
laptop_quad_dev	185.0	as others have already reported , the headphone jack produces extremely weak volume , even at max .	-1,-1; 	-1,-1:[7,9 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_dev	186.0	anyhow , within a week , the speakers started crackling annoyingly when watching videos , or playing games .	10,11; 	10,11:[7,8 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 0 10,11]; 
laptop_quad_dev	187.0	unlike other asus laptops i ' ve tried , this unit won the display roulette .	-1,-1; 	-1,-1:[10,11 LAPTOP#DESIGN_FEATURES 2 -1,-1]; 
laptop_quad_dev	188.0	the native chrome os media player would play the files from the drive but had very limited playback capabilities , i could not get it to ` ` play all ` ` , only repeat one , suffice to say i was frustrated at that point and did not feel like googling how to make a media player do what others ` ` just do ` ` .	42,43; 	42,43:[1,6 SOFTWARE#OPERATION_PERFORMANCE 0 42,43]; 
laptop_quad_dev	189.0	i like the security built in .	1,2; 	1,2:[-1,-1 SOFTWARE#GENERAL 2 1,2]; 
laptop_quad_dev	190.0	if i had it to do over , i would not purchase this computer .	-1,-1; 	-1,-1:[13,14 LAPTOP#GENERAL 0 -1,-1]; 
laptop_quad_dev	191.0	the first issue is that the speakers are on either side of the computer , and you can barely hear them on max volume .	-1,-1; 	-1,-1:[6,7 MULTIMEDIA_DEVICES#DESIGN_FEATURES 0 -1,-1]; 
laptop_quad_dev	192.0	it also had charging problems and got terrible warranty support .	-1,-1; 7,8; 	-1,-1:[-1,-1 POWER_SUPPLY#GENERAL 0 -1,-1]; 7,8:[8,10 WARRANTY#GENERAL 0 7,8]; 
laptop_quad_dev	193.0	i got the same failure to charge issue that others have reported .	-1,-1; 	-1,-1:[6,7 POWER_SUPPLY#GENERAL 0 -1,-1]; 
laptop_quad_dev	194.0	if bluetooth devices worked with this chromebook it would get 5 stars , but this is the least reliable device in regards to bluetooth i have ever owned .	-1,-1; 	-1,-1:[6,7 LAPTOP#GENERAL 2 -1,-1]; 
laptop_quad_dev	195.0	i feel like i bought a decent machine but it ' s unable to handle the ram workload .	6,7; -1,-1; 	6,7:[7,8 LAPTOP#GENERAL 2 6,7]; -1,-1:[7,8 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_dev	196.0	i don ' t think that i was adequately prepared for how dark the screen is at its highest brightness in comparison to other devices .	-1,-1; 	-1,-1:[14,15 DISPLAY#DESIGN_FEATURES 0 -1,-1]; 
laptop_quad_dev	197.0	don ' t get me wrong , the device flips back and forth very well .	14,15; 	14,15:[8,9 LAPTOP#DESIGN_FEATURES 2 14,15]; 
laptop_quad_dev	198.0	was initially impressed by design but after normal use without any rough handling or dropping of the chromebook , the metal corner tip covering the lcd peels off & warps / bends upwards !	-1,-1; 	-1,-1:[20,23 HARDWARE#QUALITY 0 -1,-1]; 
laptop_quad_dev	199.0	to say i ' m disappointed in this chromebook would be an understatement .	5,6; 	5,6:[8,9 LAPTOP#GENERAL 0 5,6]; 
laptop_quad_dev	200.0	this computer is really hard to use .	4,5; 	4,5:[1,2 LAPTOP#USABILITY 0 4,5]; 
laptop_quad_dev	201.0	it ' s their policy to only repair not replace .	-1,-1; 	-1,-1:[4,5 SUPPORT#QUALITY 0 -1,-1]; 
laptop_quad_dev	202.0	+ comfortable keyboard	1,2; 	1,2:[2,3 KEYBOARD#DESIGN_FEATURES 2 1,2]; 
laptop_quad_dev	203.0	other than this , it ' s a decent product .	8,9; 	8,9:[9,10 LAPTOP#GENERAL 2 8,9]; 
laptop_quad_dev	204.0	decent enough build , but the mouse pad is terrible .	0,1; 9,10; 	0,1:[2,3 LAPTOP#DESIGN_FEATURES 2 0,1]; 9,10:[6,8 KEYBOARD#GENERAL 0 9,10]; 
laptop_quad_dev	205.0	games / video apps perform absolutely awfully .	6,7; 	6,7:[0,4 SOFTWARE#OPERATION_PERFORMANCE 0 6,7]; 
laptop_quad_dev	206.0	the machine ' s visible design itself was fine .	8,9; 	8,9:[1,2 LAPTOP#DESIGN_FEATURES 2 8,9]; 
laptop_quad_dev	207.0	after one charge , the battery would not take charge .	-1,-1; 	-1,-1:[5,6 BATTERY#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_dev	208.0	it will not power on anymore after 2 mos of daily use - 4 hours per day .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_dev	209.0	i went through two of them , both came with sharp edges that made them dangerous and uncomfortable to use .	15,16; 17,18; 	15,16:[-1,-1 LAPTOP#DESIGN_FEATURES 0 15,16]; 17,18:[-1,-1 LAPTOP#DESIGN_FEATURES 0 17,18]; 
laptop_quad_dev	210.0	i really liked it when i first got it , it performs very well and the software is very easy to use .	13,14; 19,20; 	13,14:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 13,14]; 19,20:[16,17 SOFTWARE#USABILITY 2 19,20]; 
laptop_quad_dev	211.0	using wifi the signal seems to drop , not sure if the wifi adapter needs an update but there are issues .	-1,-1; 	-1,-1:[1,2 Out_Of_Scope#OPERATION_PERFORMANCE 0 -1,-1, 12,14 SOFTWARE#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_dev	212.0	first , the factory default driver configuration of this thing is unstable , which makes installing a correct configuration more difficult .	11,12; 20,21; 	11,12:[3,6 SOFTWARE#OPERATION_PERFORMANCE 0 11,12]; 20,21:[3,6 SOFTWARE#OPERATION_PERFORMANCE 0 20,21]; 
laptop_quad_dev	213.0	the mouse pad is very touchy , but i use a separate bluetooth mouse anyways .	5,6; 	5,6:[1,3 HARDWARE#OPERATION_PERFORMANCE 1 5,6]; 
laptop_quad_dev	214.0	i didn ' t even call for tech help because a brand new laptop should not be giving me such a headache .	21,22; 	21,22:[11,14 LAPTOP#GENERAL 0 21,22]; 
laptop_quad_dev	215.0	the laptop its - self is great and is made of good build quality .	6,7; 11,12; 	6,7:[1,2 LAPTOP#GENERAL 2 6,7]; 11,12:[12,14 LAPTOP#QUALITY 2 11,12]; 
laptop_quad_dev	216.0	beautiful screen .	0,1; 	0,1:[1,2 DISPLAY#GENERAL 2 0,1]; 
laptop_quad_dev	217.0	monitor screen is ok , sometimes the contrast is poor but looks better in games .	3,4; 9,10; 12,13; 	3,4:[0,2 DISPLAY#OPERATION_PERFORMANCE 1 3,4]; 9,10:[7,8 DISPLAY#OPERATION_PERFORMANCE 0 9,10]; 12,13:[7,8 DISPLAY#OPERATION_PERFORMANCE 2 12,13]; 
laptop_quad_dev	218.0	the laptop now does n ' t even function without needing a full factory reset every 3 hours .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_dev	219.0	if i had it to do over again , i would not buy this pc .	-1,-1; 	-1,-1:[14,15 LAPTOP#GENERAL 0 -1,-1]; 
laptop_quad_dev	220.0	i would * not * recommend this laptop .	2,6; 	2,6:[7,8 LAPTOP#GENERAL 0 2,6]; 
laptop_quad_dev	221.0	this is the absolute worst laptop i have ever owned .	4,5; 	4,5:[5,6 LAPTOP#GENERAL 0 4,5]; 
laptop_quad_dev	222.0	now , i have been stressed with fixing this laptop since every day has been something new that i need to fix with it .	-1,-1; 	-1,-1:[9,10 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_dev	223.0	the overall material the laptop is made of feels incredibly cheap .	10,11; 	10,11:[1,5 LAPTOP#DESIGN_FEATURES 0 10,11]; 
laptop_quad_dev	224.0	don ' t waste your money on this computer , it will disapoint you in every way possible .	12,13; 	12,13:[8,9 LAPTOP#GENERAL 0 12,13]; 
laptop_quad_dev	225.0	the laptop was dead on arrival .	3,4; 	3,4:[1,2 LAPTOP#GENERAL 0 3,4]; 
laptop_quad_dev	226.0	it is not a very stable build at all .	2,6; 	2,6:[-1,-1 LAPTOP#DESIGN_FEATURES 0 2,6]; 
laptop_quad_dev	227.0	i have had this laptop two months now and it has crashed as many times .	11,12; 	11,12:[4,5 LAPTOP#OPERATION_PERFORMANCE 0 11,12]; 
laptop_quad_dev	228.0	this is the worst laptop i have ever bought in my entire life .	3,4; 	3,4:[4,5 LAPTOP#GENERAL 0 3,4]; 
laptop_quad_dev	229.0	this laptop is small and thin for a 15 .	3,4; 5,6; 	3,4:[1,2 LAPTOP#DESIGN_FEATURES 2 3,4]; 5,6:[1,2 LAPTOP#DESIGN_FEATURES 2 5,6]; 
laptop_quad_dev	230.0	- keyboard is not that good , i fell that there is uneven uniformity in the button press and travel , and definitely some flex .	3,6; 	3,6:[1,2 KEYBOARD#USABILITY 0 3,6]; 
laptop_quad_dev	231.0	battery life doesn ' t seem to be more than 5 hours , but i expected that going in .	-1,-1; 	-1,-1:[0,2 BATTERY#QUALITY 1 -1,-1]; 
laptop_quad_dev	232.0	battery charger is super tiny and lightweight , which is an additional advantage vs the 1 lb brick that you have to lug around with the ux501vw .	4,5; 6,7; 	4,5:[0,2 POWER_SUPPLY#DESIGN_FEATURES 2 4,5]; 6,7:[0,2 POWER_SUPPLY#DESIGN_FEATURES 2 6,7]; 
laptop_quad_dev	233.0	i just opened it earlier today and my initial impressions is that it is very attractive and very sturdy feeling and i love the screen which non reflective , it ' s very nice not looking into a reflective glossy screen for a change .	15,16; 18,19; 	15,16:[-1,-1 LAPTOP#GENERAL 2 15,16]; 18,19:[-1,-1 LAPTOP#GENERAL 2 18,19]; 
laptop_quad_dev	234.0	most of the laptop is actually very good , but is held back by a 5400 rpm hdd .	7,8; -1,-1; 	7,8:[3,4 LAPTOP#GENERAL 2 7,8]; -1,-1:[15,18 HARD_DISC#GENERAL 2 -1,-1]; 
laptop_quad_dev	235.0	other than that its components are actually very good .	8,9; 	8,9:[4,5 LAPTOP#GENERAL 2 8,9]; 
laptop_quad_dev	236.0	disadvantage of amazon seller , it was delivered to my usps not my home .	0,1; 	0,1:[2,4 SHIPPING#QUALITY 0 0,1]; 
laptop_quad_dev	237.0	the screen looks amazing , ips it seems .	3,4; 	3,4:[1,2 DISPLAY#DESIGN_FEATURES 2 3,4]; 
laptop_quad_dev	238.0	loving the laptop .	0,1; 	0,1:[2,3 LAPTOP#GENERAL 2 0,1]; 
laptop_quad_dev	239.0	it ' s light weight , sleek , the screen resolution is great and it runs very well for everyday use .	3,4; 6,7; 12,13; 17,18; 	3,4:[-1,-1 LAPTOP#DESIGN_FEATURES 2 3,4]; 6,7:[-1,-1 LAPTOP#DESIGN_FEATURES 2 6,7]; 12,13:[9,11 DISPLAY#GENERAL 2 12,13]; 17,18:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 17,18]; 
laptop_quad_dev	240.0	it charges very fast ; from near dead to full in less than an hour .	3,4; 	3,4:[-1,-1 POWER_SUPPLY#OPERATION_PERFORMANCE 2 3,4]; 
laptop_quad_dev	241.0	i got this laptop for school and it is simply amazing .	10,11; 	10,11:[3,4 LAPTOP#GENERAL 2 10,11]; 
laptop_quad_dev	242.0	moreover , the 8th gen i5 cpu is amazing .	8,9; 	8,9:[3,7 CPU#GENERAL 2 8,9]; 
laptop_quad_dev	243.0	this has been a very light convenient laptop for me .	5,6; 6,7; 	5,6:[7,8 LAPTOP#DESIGN_FEATURES 2 5,6]; 6,7:[7,8 LAPTOP#USABILITY 2 6,7]; 
laptop_quad_dev	244.0	i have no issues with using the internal hard drive , it works fast enough for me when loading up my software and music .	13,14; 	13,14:[7,10 HARD_DISC#OPERATION_PERFORMANCE 2 13,14]; 
laptop_quad_dev	245.0	this little vivo had the speed / storage that we need , the materials feel substantial instead of cheap .	-1,-1; 15,16; 16,19; 	-1,-1:[2,3 LAPTOP#GENERAL 2 -1,-1]; 15,16:[13,14 LAPTOP#QUALITY 2 15,16]; 16,19:[13,14 LAPTOP#QUALITY 2 16,19]; 
laptop_quad_dev	246.0	i ' m not a computer nerd but for a joe punch clock this is nice	15,16; 	15,16:[13,14 LAPTOP#GENERAL 2 15,16]; 
laptop_quad_dev	247.0	on it ' s own , it performance great !	8,9; 	8,9:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 8,9]; 
laptop_quad_dev	248.0	love the form factor and the light weight as i often use my laptop while laying down .	0,1; 6,7; 	0,1:[12,14 LAPTOP#DESIGN_FEATURES 2 0,1]; 6,7:[12,14 LAPTOP#DESIGN_FEATURES 2 6,7]; 
laptop_quad_dev	249.0	opening it was a little hard but once opened , it ' s easy to add the ram or ssd .	13,14; 	13,14:[-1,-1 LAPTOP#DESIGN_FEATURES 2 13,14]; 
laptop_quad_dev	250.0	less than that , for me , the screen looks dull .	10,11; 	10,11:[8,9 DISPLAY#QUALITY 0 10,11]; 
laptop_quad_dev	251.0	if you ' re mainly on youtube or reading stuff online , this chromebook functions well for that purpose .	15,16; 	15,16:[13,14 LAPTOP#OPERATION_PERFORMANCE 2 15,16]; 
laptop_quad_dev	252.0	the laptop was shipped in what looked like a new case but upon opening it , it appeared used and repackaged .	-1,-1; 	-1,-1:[1,2 SHIPPING#QUALITY 0 -1,-1]; 
laptop_quad_dev	253.0	freezes with red lines across it , froze five times the first afternoon .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_dev	254.0	had problems with my acer chromebook from the very start .	-1,-1; 	-1,-1:[4,6 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_dev	255.0	every few weeks the system locks up and freezes .	-1,-1; 	-1,-1:[4,5 OS#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_dev	256.0	looks like the hdmi port may be defective or something - - another reviewer had a similar problem .	7,8; 	7,8:[3,5 PORTS#OPERATION_PERFORMANCE 0 7,8]; 
laptop_quad_dev	257.0	before the review this package has nice presentation and solid build .	6,7; 9,10; 	6,7:[4,5 LAPTOP#DESIGN_FEATURES 2 6,7]; 9,10:[10,11 LAPTOP#QUALITY 2 9,10]; 
laptop_quad_dev	258.0	( good ) as for the laptop ( when it worked , and i mean for the whole 30 minutes ) it was extremely fast .	1,2; 24,25; 	1,2:[6,7 LAPTOP#GENERAL 2 1,2]; 24,25:[6,7 LAPTOP#OPERATION_PERFORMANCE 2 24,25]; 
laptop_quad_dev	259.0	adequate screen .	0,1; 	0,1:[1,2 DISPLAY#GENERAL 2 0,1]; 
laptop_quad_dev	260.0	it ` ` feels ` ` solid .	6,7; 	6,7:[-1,-1 LAPTOP#QUALITY 2 6,7]; 
laptop_quad_dev	261.0	the product looks reasonable at this price range .	3,4; 	3,4:[1,2 LAPTOP#PRICE 2 3,4]; 
laptop_quad_dev	262.0	i ' ve only had the computer for a little over a month , that is annoying on many levels .	16,17; 	16,17:[6,7 LAPTOP#GENERAL 0 16,17]; 
laptop_quad_dev	263.0	the manufacturer was not helpful in trying to resolve this issue .	3,5; 	3,5:[1,2 SUPPORT#GENERAL 0 3,5]; 
laptop_quad_dev	264.0	having ram problems after 1 .	-1,-1; 	-1,-1:[1,2 HARD_DISC#GENERAL 0 -1,-1]; 
laptop_quad_dev	265.0	i ' ve been able to play fortnite on this laptop , medium settings , with no issues or lag / stutter .	-1,-1; 	-1,-1:[10,11 LAPTOP#OPERATION_PERFORMANCE 1 -1,-1]; 
laptop_quad_dev	266.0	unfortunately i was never able to complete this task , because after booting the laptop it suddenly shut - off on me and wouldn ' t turn back on again .	-1,-1; 	-1,-1:[14,15 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_dev	267.0	the wall power adapter charger is not working and then later caught fire .	-1,-1; 	-1,-1:[1,5 POWER_SUPPLY#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_dev	268.0	i ' m extremely disappointed with the performance of this laptop .	4,5; 	4,5:[10,11 LAPTOP#OPERATION_PERFORMANCE 0 4,5]; 
laptop_quad_dev	269.0	there are several traps inside and outside of laptop .	-1,-1; 	-1,-1:[8,9 LAPTOP#GENERAL 0 -1,-1]; 
laptop_quad_dev	270.0	keyboard is not good .	2,4; 	2,4:[0,1 KEYBOARD#GENERAL 0 2,4]; 
laptop_quad_dev	271.0	- sleek and nice texture on lid	1,2; 3,4; 	1,2:[6,7 LAPTOP#DESIGN_FEATURES 2 1,2]; 3,4:[6,7 LAPTOP#DESIGN_FEATURES 2 3,4]; 
laptop_quad_dev	272.0	one of the keys is especially flimsy and feels like it could break at any moment .	6,7; 	6,7:[0,4 KEYBOARD#QUALITY 0 6,7]; 
laptop_quad_dev	273.0	it gets what you need done .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 -1,-1]; 
laptop_quad_dev	274.0	if you plan on buying this beware that your patience may run thin .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 0 -1,-1]; 
laptop_quad_dev	275.0	machine is totally unusable during the update .	3,4; 	3,4:[0,1 LAPTOP#OPERATION_PERFORMANCE 0 3,4]; 
laptop_quad_dev	276.0	i received the item after 18 days of ordering .	-1,-1; 	-1,-1:[3,4 SHIPPING#GENERAL 0 -1,-1]; 
laptop_quad_dev	277.0	gamers , do not fool yourself with the fancy ` ` intel i5 , 8th generation ` ` , nothing can fix an incompetent hard drive , that 8gb ram is worth nothing .	8,9; 23,24; 31,33; 	8,9:[11,13 CPU#GENERAL 2 8,9]; 23,24:[24,26 HARD_DISC#OPERATION_PERFORMANCE 0 23,24]; 31,33:[29,30 MEMORY#GENERAL 0 31,33]; 
laptop_quad_dev	278.0	asus has really set a new standard with the c302ca ' s internals and physical design .	-1,-1; 	-1,-1:[0,1 COMPANY#DESIGN_FEATURES 2 -1,-1, 9,13 LAPTOP#DESIGN_FEATURES 2 -1,-1, 14,16 LAPTOP#DESIGN_FEATURES 2 -1,-1]; 
laptop_quad_dev	279.0	similarly the task tray area of the main task bar is on the small side and lends itself to fat - fingering .	-1,-1; 	-1,-1:[2,5 SOFTWARE#DESIGN_FEATURES 0 -1,-1]; 
