数据源	文本序号	文本	Opinion 列表(人工)	Opinion：ACOS列表(人工)	MPQA
laptop_quad_test	494.0	the first unit i received shortly died after a few hours of usage .	6,7; 	6,7:[2,3 LAPTOP#QUALITY 0 6,7]; 	{ -1 -1,-1 2,3 ;}
laptop_quad_test	495.0	i like the addition of the cooler boost button , but most of the time i don ' t have to use it because i have a thermaltake auto laptop cooling pad that monitors the bottom surface of my laptop .	-1,-1; 	-1,-1:[27,32 FANS&COOLING#GENERAL 1 -1,-1]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	496.0	trackpad is ok .	2,3; 	2,3:[0,1 KEYBOARD#GENERAL 1 2,3]; 	{ 0 -1,-1 0,1 ;}
laptop_quad_test	497.0	wireless card is finicky with both units i had .	3,4; 	3,4:[0,2 HARDWARE#DESIGN_FEATURES 0 3,4]; 	{ -1 -1,-1 1,2 ;}
laptop_quad_test	498.0	my laptop seems to lose its internet connection at random times .	-1,-1; 	-1,-1:[1,2 LAPTOP#CONNECTIVITY 0 -1,-1]; 	{ -1 -1,-1 1,2 ; -1 -1,-1 6,7 ;}
laptop_quad_test	499.0	after being on the phone with technical support and windows support for a combined 10 hours , i am told that the hardware is defective and must be replaced .	24,25; 	24,25:[22,23 HARDWARE#QUALITY 0 24,25]; 	{ -1 24,25 22,23 ;}
laptop_quad_test	500.0	run like heck from this machine .	-1,-1; 	-1,-1:[5,6 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 2,3 -1,-1 ;}
laptop_quad_test	501.0	it will break , even if it works at first .	2,3; 	2,3:[-1,-1 LAPTOP#QUALITY 0 2,3]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	502.0	this laptop isn ' t even 30 days old yet .	-1,-1; 	-1,-1:[1,2 LAPTOP#GENERAL 0 -1,-1]; 	{ -1 -1,-1 1,2 ;}
laptop_quad_test	503.0	literally just closing it and opening it up later was a 50 / 50 proposition if it would wake up , or the display would crash , or the disk would crash , or some driver would fail - on a brand new laptop .	31,32; -1,-1; 37,38; 	31,32:[23,24 DISPLAY#QUALITY 0 31,32]; -1,-1:[29,30 HARD_DISC#QUALITY 0 -1,-1, 43,44 LAPTOP#QUALITY 0 -1,-1]; 37,38:[34,36 SOFTWARE#QUALITY 0 37,38]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	504.0	hook up the cat5 and the machine is screaming at high speed and exactly what i was hoping for .	-1,-1; 	-1,-1:[6,7 LAPTOP#OPERATION_PERFORMANCE 2 -1,-1]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	505.0	by the time i was returning it , the system was in such poor shape from the msi .	13,14; 	13,14:[9,10 OS#OPERATION_PERFORMANCE 0 13,14]; 	{ -1 13,14 9,10 ; -1 13,14 14,15 ;}
laptop_quad_test	506.0	i believe if you happen to uninstall / install the drivers in exactly the correct order and / or do a clean win 10 installation yourself , this laptop should perform well for the price .	31,32; 	31,32:[28,29 LAPTOP#OPERATION_PERFORMANCE 2 31,32]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	507.0	the sound is really terrible and tinny .	4,5; 6,7; 	4,5:[1,2 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 0 4,5]; 6,7:[1,2 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 0 6,7]; 	{ -1 4,5 1,2 ;}
laptop_quad_test	508.0	it ' s fast .	3,4; 	3,4:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 3,4]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	509.0	excellent product	0,1; 	0,1:[1,2 LAPTOP#GENERAL 2 0,1]; 	{ 1 0,1 1,2 ;}
laptop_quad_test	510.0	i ' ve always liked msi for their performance and fairly decent price .	4,5; 11,12; 	4,5:[5,6 LAPTOP#OPERATION_PERFORMANCE 2 4,5]; 11,12:[5,6 LAPTOP#PRICE 2 11,12]; 	{ 1 -1,-1 5,6 ;}
laptop_quad_test	511.0	it was actually more like 1h45m and this was also after optimizing the battery .	-1,-1; 	-1,-1:[13,14 BATTERY#OPERATION_PERFORMANCE 0 -1,-1]; 	{ 0 -1,-1 -1,-1 ;}
laptop_quad_test	512.0	so , four days after buying this laptop , it stopped booting .	-1,-1; 	-1,-1:[7,8 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	513.0	for the four days i used it , it worked pretty good .	11,12; 	11,12:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 11,12]; 	{ 1 11,12 -1,-1 ;}
laptop_quad_test	514.0	this laptop is not worth the time and definitely not the money .	3,5; 	3,5:[1,2 LAPTOP#GENERAL 0 3,5]; 	{ -1 -1,-1 1,2 ;}
laptop_quad_test	515.0	we call tech support together and the guy who answers is just so not interested in helping .	-1,-1; 	-1,-1:[2,4 SUPPORT#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 -1,-1 7,8 ;}
laptop_quad_test	516.0	i am extremely disappointed with this laptop .	3,4; 	3,4:[6,7 LAPTOP#GENERAL 0 3,4]; 	{ -1 3,4 6,7 ;}
laptop_quad_test	517.0	update : this is by far and away the worst computer i have ever purchased .	9,10; 	9,10:[10,11 LAPTOP#GENERAL 0 9,10]; 	{ -1 9,10 10,11 ;}
laptop_quad_test	518.0	got the second laptop , died within a month and same thing .	5,6; 	5,6:[2,4 LAPTOP#GENERAL 0 5,6]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	519.0	this kept plaguing the laptop as more problems kept piling up including various bsod errors mostly involving the hardware .	-1,-1; 	-1,-1:[18,19 HARDWARE#QUALITY 0 -1,-1, 4,5 LAPTOP#QUALITY 0 -1,-1]; 	{ -1 -1,-1 18,19 ;}
laptop_quad_test	520.0	poor design and terrible tech support .	0,1; 3,4; 	0,1:[1,2 LAPTOP#DESIGN_FEATURES 0 0,1]; 3,4:[4,6 SUPPORT#GENERAL 0 3,4]; 	{ -1 0,1 1,6 ;}
laptop_quad_test	521.0	this computer is amazing !	3,4; 	3,4:[1,2 LAPTOP#GENERAL 2 3,4]; 	{ 1 3,4 1,2 ;}
laptop_quad_test	522.0	quite like this laptop so far , only writing this review so early from owning it to receive that nice msi headset .	1,2; 19,20; 	1,2:[3,4 LAPTOP#GENERAL 2 1,2]; 19,20:[20,22 MULTIMEDIA_DEVICES#GENERAL 2 19,20]; 	{ 1 19,20 20,22 ;}
laptop_quad_test	523.0	not too happy with msi , likely to return this laptop .	0,3; 	0,3:[4,5 COMPANY#GENERAL 0 0,3, 10,11 LAPTOP#GENERAL 0 0,3]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	524.0	this laptop was great starting out of the box .	3,4; 	3,4:[1,2 LAPTOP#GENERAL 2 3,4]; 	{ 1 3,4 1,2 ;}
laptop_quad_test	525.0	their support page is very buggy , and the support people are unhelpful .	5,6; 12,13; 	5,6:[1,3 SUPPORT#GENERAL 0 5,6]; 12,13:[9,11 SUPPORT#GENERAL 0 12,13]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	526.0	sooooo i would avoid this and i ' m pretty much avoiding the optane drive which may have been part of the issue .	-1,-1; 	-1,-1:[13,15 GRAPHICS#GENERAL 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	527.0	after this issue i finally decided to return my product .	-1,-1; 	-1,-1:[9,10 LAPTOP#GENERAL 0 -1,-1]; 	{ -1 -1,-1 9,10 ;}
laptop_quad_test	528.0	good luck this customer tech support and msi has absolutely no idea how to help you .	0,2; 	0,2:[3,6 SUPPORT#GENERAL 0 0,2, 7,8 SUPPORT#GENERAL 0 0,2]; 	{ -1 -1,-1 4,6 ;}
laptop_quad_test	529.0	i ' ve had to do a factory reset on this piece of garbage 4 times and i ' ve only owned it for 4 months .	13,14; 	13,14:[-1,-1 LAPTOP#GENERAL 0 13,14]; 	{ -1 -1,-1 11,14 ;}
laptop_quad_test	530.0	you can feel the plastic bending if you pick up the laptop with one hand .	-1,-1; 	-1,-1:[11,12 LAPTOP#DESIGN_FEATURES 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	531.0	i really loved this laptop .	2,3; 	2,3:[4,5 LAPTOP#GENERAL 2 2,3]; 	{ 1 -1,-1 4,5 ;}
laptop_quad_test	532.0	i will never own another msi product .	-1,-1; 	-1,-1:[5,7 LAPTOP#GENERAL 0 -1,-1]; 	{ -1 -1,-1 5,7 ;}
laptop_quad_test	533.0	now i feel bad buying this for my child , as this laptop seem to have a solid rating elsewhere .	3,4; 17,18; 	3,4:[12,13 LAPTOP#GENERAL 0 3,4]; 17,18:[12,13 LAPTOP#GENERAL 0 17,18]; 	{ -1 3,4 -1,-1 ;}
laptop_quad_test	534.0	so i ' m stuck with a 3 month old laptop that does n ' t work .	4,5; 	4,5:[10,11 LAPTOP#GENERAL 0 4,5]; 	{ -1 -1,-1 10,11 ;}
laptop_quad_test	535.0	eventually got to the point that even when i reinstalled windows it was so slow that there are clearly serious build defects / instabilities on this product .	14,15; 	14,15:[26,27 LAPTOP#QUALITY 0 14,15]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	536.0	when it is functioning it works great .	6,7; 	6,7:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 0 6,7]; 	{ 1 6,7 -1,-1 ;}
laptop_quad_test	537.0	finding out you bought garbage for the steep price of $ 700 + .	4,5; 	4,5:[-1,-1 LAPTOP#GENERAL 0 4,5]; 	{ -1 4,5 -1,-1 ;}
laptop_quad_test	538.0	overall a decent laptop if not for these problems , also , the laptop has minor screen freezes even while playing low graphical games like league of legends .	2,3; -1,-1; 	2,3:[13,14 LAPTOP#GENERAL 2 2,3]; -1,-1:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 	{ 1 2,3 3,4 ;}
laptop_quad_test	539.0	laptop malfunctioned and stopped working after only 3 months .	-1,-1; 	-1,-1:[0,1 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 -1,-1 0,1 ;}
laptop_quad_test	540.0	it does have a nice screen that is very bright , decent viewing angle and ok for contrast .	4,5; 9,10; 11,12; 15,16; 	4,5:[5,6 DISPLAY#GENERAL 2 4,5]; 9,10:[5,6 DISPLAY#GENERAL 2 9,10]; 11,12:[5,6 DISPLAY#GENERAL 2 11,12]; 15,16:[5,6 DISPLAY#GENERAL 2 15,16]; 	{ 1 11,12 5,6 ; 1 11,12 12,14 ;}
laptop_quad_test	541.0	the keyboard is very nice and very responsive .	4,5; 7,8; 	4,5:[1,2 KEYBOARD#OPERATION_PERFORMANCE 2 4,5]; 7,8:[1,2 KEYBOARD#OPERATION_PERFORMANCE 2 7,8]; 	{ 1 -1,-1 1,2 ;}
laptop_quad_test	542.0	i love the fast bootup time with the optane memory , a nice alternative to a very expensive ssd .	1,2; 	1,2:[4,5 OS#OPERATION_PERFORMANCE 2 1,2, 8,10 MEMORY#OPERATION_PERFORMANCE 2 1,2]; 	{ 1 12,13 13,14 ;}
laptop_quad_test	543.0	the charge doesn ' t last like the five hours it stated but instead last three hours .	-1,-1; 	-1,-1:[1,2 POWER_SUPPLY#OPERATION_PERFORMANCE 0 -1,-1]; 	{ 1 -1,-1 1,2 ;}
laptop_quad_test	544.0	had it for a month and it ' s riddled with problems .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	545.0	as others have said , the only downside is the slow 5400 rpm 1 tb hard drive .	10,11; 	10,11:[15,17 HARD_DISC#OPERATION_PERFORMANCE 0 10,11]; 	{ -1 7,8 12,17 ;}
laptop_quad_test	546.0	+ very good ips matte fhd panel , zero reflections , almost zero light bleed , average brightness .	2,3; 	2,3:[3,7 DISPLAY#DESIGN_FEATURES 2 2,3]; 	{ 1 2,3 3,4 ;}
laptop_quad_test	547.0	used as bought , it is an ok laptop , but not great ( probably a 3 star value ) .	7,8; 11,13; 	7,8:[8,9 LAPTOP#GENERAL 1 7,8]; 11,13:[8,9 LAPTOP#GENERAL 1 11,13]; 	{ 0 -1,-1 7,9 ;}
laptop_quad_test	548.0	- no ethernet port ( not that i ' ve used or needed one that i can recall )	-1,-1; 	-1,-1:[2,4 PORTS#DESIGN_FEATURES 0 -1,-1]; 	{ 0 -1,-1 3,4 ;}
laptop_quad_test	549.0	no backlit keyboard .	-1,-1; 	-1,-1:[2,3 KEYBOARD#DESIGN_FEATURES 0 -1,-1]; 	{ -1 -1,-1 2,3 ;}
laptop_quad_test	550.0	it has plenty of power for most tasks .	-1,-1; 	-1,-1:[4,5 POWER_SUPPLY#OPERATION_PERFORMANCE 2 -1,-1]; 	{ 1 2,3 4,5 ;}
laptop_quad_test	551.0	the only weak point of the laptop is the hard drive it come with , but luckily this laptop is extendable - 2 ram slots and one m .	16,17; 20,21; 	16,17:[-1,-1 LAPTOP#DESIGN_FEATURES 2 16,17]; 20,21:[-1,-1 LAPTOP#DESIGN_FEATURES 2 20,21]; 	{ 1 -1,-1 18,19 ;}
laptop_quad_test	552.0	i paid $ 500 for a 15 ` ` notebook with 8gb ram , latest i5 - 8250u cpu with reasonable weight and its quite extendable , i am happy for this deal .	20,21; 25,26; 29,30; 	20,21:[21,22 LAPTOP#DESIGN_FEATURES 2 20,21]; 25,26:[-1,-1 LAPTOP#DESIGN_FEATURES 2 25,26]; 29,30:[-1,-1 LAPTOP#DESIGN_FEATURES 2 29,30]; 	{ 1 29,30 -1,-1 ;}
laptop_quad_test	553.0	also , i ' m not a fan of the delete and power button being next to each other , now i see what the other people are complaining about accidentally shutting it off .	28,29; 	28,29:[10,14 KEYBOARD#DESIGN_FEATURES 0 28,29]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	554.0	haven ' t had any issues yet so pretty glad i chose this .	9,10; 	9,10:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 9,10]; 	{ 1 9,10 -1,-1 ;}
laptop_quad_test	555.0	very nice looking laptop for the money .	1,3; -1,-1; 	1,3:[3,4 LAPTOP#DESIGN_FEATURES 2 1,3]; -1,-1:[3,4 LAPTOP#PRICE 2 -1,-1]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	556.0	features windows 10 , sharp display , and card slot for m .	-1,-1; 4,5; 	-1,-1:[1,3 OS#GENERAL 2 -1,-1, 8,10 PORTS#GENERAL 2 -1,-1]; 4,5:[5,6 DISPLAY#OPERATION_PERFORMANCE 2 4,5]; 	{ 1 -1,-1 1,2 ;}
laptop_quad_test	557.0	great quality computer .	0,1; 	0,1:[2,3 LAPTOP#QUALITY 2 0,1]; 	{ 1 0,1 1,3 ;}
laptop_quad_test	558.0	like the flip , this has good build quality .	0,1; 6,7; 	0,1:[2,3 LAPTOP#GENERAL 2 0,1]; 6,7:[7,9 LAPTOP#QUALITY 2 6,7]; 	{ 1 6,7 7,9 ;}
laptop_quad_test	559.0	so far it has been able to handle everything i ' ve thrown at it .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 -1,-1]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	560.0	all in all , pretty good stuff .	5,6; 	5,6:[6,7 LAPTOP#GENERAL 2 5,6]; 	{ 1 5,6 6,7 ;}
laptop_quad_test	561.0	2 and this laptop is an epic powerhouse for under $ 700 .	6,7; 	6,7:[3,4 LAPTOP#GENERAL 2 6,7]; 	{ 1 6,7 3,4 ; 1 6,7 7,8 ;}
laptop_quad_test	562.0	very good laptop if you want something lightweight for everyday browsing .	1,2; 7,8; 	1,2:[2,3 LAPTOP#DESIGN_FEATURES 2 1,2]; 7,8:[2,3 LAPTOP#DESIGN_FEATURES 2 7,8]; 	{ 1 -1,-1 2,3 ;}
laptop_quad_test	563.0	excellent hardware , however i ran into some nasty trouble after updating windows 10 .	0,1; 8,9; 	0,1:[1,2 HARDWARE#GENERAL 2 0,1]; 8,9:[12,14 OS#GENERAL 2 8,9]; 	{ -1 8,9 1,2 ; -1 8,9 9,10 ;}
laptop_quad_test	564.0	so , shortly after buying it i had to format it .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	565.0	and just now , the computer says it is plugged in but not charging .	-1,-1; 	-1,-1:[5,6 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 -1,-1 5,6 ;}
laptop_quad_test	566.0	the fingerprint reader works most of the time .	-1,-1; 	-1,-1:[1,3 HARDWARE#OPERATION_PERFORMANCE 2 -1,-1]; 	{ 1 -1,-1 1,3 ;}
laptop_quad_test	567.0	the sound is fine for me but not as good as external speakers .	3,4; 9,10; 	3,4:[1,2 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 2 3,4]; 9,10:[11,13 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 2 9,10]; 	{ 0 -1,-1 1,2 ; 0 -1,-1 12,13 ;}
laptop_quad_test	568.0	not that this machine boots up slow .	6,7; 	6,7:[3,4 LAPTOP#OPERATION_PERFORMANCE 0 6,7, 4,6 LAPTOP#OPERATION_PERFORMANCE 0 6,7]; 	{ -1 -1,-1 4,5 ;}
laptop_quad_test	569.0	great value for a laptop .	0,1; 	0,1:[4,5 LAPTOP#GENERAL 2 0,1]; 	{ 1 0,1 -1,-1 ;}
laptop_quad_test	570.0	love the 15 inch screen in the body of a 14 inch body .	0,1; 	0,1:[2,5 DISPLAY#GENERAL 2 0,1]; 	{ 1 -1,-1 3,5 ; 1 -1,-1 7,8 ;}
laptop_quad_test	571.0	cheaply made plastic but performance is well worth the trade for a $ 500 laptop .	0,2; 6,7; 7,8; 	0,2:[-1,-1 LAPTOP#QUALITY 0 0,2]; 6,7:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 6,7]; 7,8:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 7,8]; 	{ 1 7,8 9,10 ;}
laptop_quad_test	572.0	touchpad works well .	2,3; 	2,3:[0,1 KEYBOARD#DESIGN_FEATURES 2 2,3]; 	{ 1 -1,-1 0,1 ;}
laptop_quad_test	573.0	the speakers are mediocre and don ' t put out too much volume and are sensitive to position .	3,4; 	3,4:[1,2 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 1 3,4]; 	{ 1 -1,-1 1,2 ;}
laptop_quad_test	574.0	i do like the screen on this , images are clean and crisp , enjoying the 4 gigs of ram which allow me to have a few more tab open .	2,3; 10,11; 12,13; 14,15; 	2,3:[4,5 DISPLAY#GENERAL 2 2,3]; 10,11:[4,5 DISPLAY#GENERAL 2 10,11]; 12,13:[4,5 DISPLAY#GENERAL 2 12,13]; 14,15:[19,20 MEMORY#GENERAL 2 14,15]; 	{ 1 -1,-1 8,9 ;}
laptop_quad_test	575.0	i like how it ' s so simple , without so much clutter and complexity .	7,8; 	7,8:[-1,-1 LAPTOP#DESIGN_FEATURES 2 7,8]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	576.0	i ' m still keeping this as a backup or additional laptop because of its cheap price .	15,16; 	15,16:[11,12 LAPTOP#PRICE 2 15,16]; 	{ -1 15,16 8,9 ; -1 15,16 -1,-1 ;}
laptop_quad_test	577.0	anyways , i really would of liked to have kept the chromebook as it was the perfect weight , size , and design for my upcoming college semester .	16,17; 	16,17:[11,12 LAPTOP#DESIGN_FEATURES 2 16,17]; 	{ 1 16,17 11,12 ; 1 16,17 -1,-1 ;}
laptop_quad_test	578.0	laptop would never power on , even after being charged for 24 hours .	-1,-1; 	-1,-1:[0,1 POWER_SUPPLY#GENERAL 0 -1,-1]; 	{ -1 -1,-1 0,1 ;}
laptop_quad_test	579.0	i want to love this laptop because it is so lightweight and sleek .	3,4; 10,11; 12,13; 	3,4:[5,6 LAPTOP#DESIGN_FEATURES 2 3,4]; 10,11:[5,6 LAPTOP#DESIGN_FEATURES 2 10,11]; 12,13:[5,6 LAPTOP#DESIGN_FEATURES 2 12,13]; 	{ 1 -1,-1 5,6 ;}
laptop_quad_test	580.0	it ' s decent .	3,4; 	3,4:[-1,-1 LAPTOP#GENERAL 2 3,4]; 	{ 1 3,4 -1,-1 ;}
laptop_quad_test	581.0	ssd hardware issue	-1,-1; 	-1,-1:[0,1 HARD_DISC#QUALITY 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	582.0	note : support for amazon is making it good and immediately sent me the return label , bought through third party but i will get my money back , thank god for amazon customer service	8,9; 	8,9:[2,5 SUPPORT#QUALITY 2 8,9, 32,35 SUPPORT#QUALITY 2 8,9]; 	{ 1 -1,-1 32,35 ; 1 -1,-1 30,31 ;}
laptop_quad_test	583.0	the return procedure is so elaborate that i may decide to just write this purchase up as one big mistake .	5,6; 	5,6:[1,3 SUPPORT#GENERAL 0 5,6]; 	{ -1 19,20 -1,-1 ;}
laptop_quad_test	584.0	daughter opened it for christmas and it doesn ' t stay on .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	585.0	they keyboard felt responsive and was a good size .	3,4; 7,8; 	3,4:[1,2 KEYBOARD#OPERATION_PERFORMANCE 2 3,4]; 7,8:[1,2 KEYBOARD#DESIGN_FEATURES 2 7,8]; 	{ 1 7,8 1,2 ; 1 7,8 -1,-1 ;}
laptop_quad_test	586.0	i am very close to just returning it and never buying another acer product ever again .	-1,-1; 	-1,-1:[12,14 LAPTOP#GENERAL 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	587.0	i will give them props for the build quality .	-1,-1; 	-1,-1:[7,9 LAPTOP#QUALITY 0 -1,-1]; 	{ 1 -1,-1 4,5 ;}
laptop_quad_test	588.0	combine these items together and this item became very frustrating .	9,10; 	9,10:[-1,-1 LAPTOP#GENERAL 0 9,10]; 	{ -1 9,10 6,7 ;}
laptop_quad_test	589.0	- exceptional keyboard and touch pad feel	1,2; 	1,2:[2,3 KEYBOARD#GENERAL 2 1,2, 4,5 HARDWARE#OPERATION_PERFORMANCE 2 1,2]; 	{ 1 1,2 2,3 ;}
laptop_quad_test	590.0	- below average screen brightness about 200 nits , average is 250 - 275 .	1,3; 	1,3:[3,4 DISPLAY#DESIGN_FEATURES 0 1,3]; 	{ -1 -1,-1 9,10 ; -1 -1,-1 3,5 ;}
laptop_quad_test	591.0	as you can see from the reviews it worked out fine for most people .	10,11; 	10,11:[-1,-1 LAPTOP#GENERAL 2 10,11]; 	{ 1 10,11 -1,-1 ;}
laptop_quad_test	592.0	when i sent it back to acer to repair it they simply claimed it had water damaging and couldn ' t fix it .	-1,-1; 	-1,-1:[6,7 SUPPORT#QUALITY 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	593.0	my acer aspire e 15 worked great for a day , and then shut off by itself .	6,7; -1,-1; 	6,7:[1,3 LAPTOP#GENERAL 2 6,7]; -1,-1:[1,3 LAPTOP#GENERAL 0 -1,-1]; 	{ 1 6,7 3,4 ;}
laptop_quad_test	594.0	by june 2018 , the keyboard stopped working , and i had to do an unplug and reboot .	-1,-1; 	-1,-1:[5,6 KEYBOARD#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 -1,-1 5,6 ;}
laptop_quad_test	595.0	now given that without the issue they are a nice laptop .	9,10; 	9,10:[10,11 LAPTOP#GENERAL 2 9,10]; 	{ 1 9,10 10,11 ;}
laptop_quad_test	596.0	good performance for the price and my intention as the support for my family was to have everyone on these with a spare to deal with ones that break down .	0,1; 	0,1:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 0,1, -1,-1 LAPTOP#PRICE 2 0,1]; 	{ 1 -1,-1 7,8 ;}
laptop_quad_test	597.0	i purchased this computer because it came highly rated by consumer reports , pc magazine , and other raters .	7,9; 	7,9:[3,4 LAPTOP#GENERAL 2 7,9]; 	{ 1 -1,-1 3,4 ;}
laptop_quad_test	598.0	the reason why i ' m giving this laptop a two star is because overall i think the quality of it is good especially for the price .	22,23; 	22,23:[8,9 LAPTOP#QUALITY 2 22,23, 8,9 LAPTOP#PRICE 2 22,23]; 	{ 1 22,23 3,12 ; 1 22,23 -1,-1 ;}
laptop_quad_test	599.0	can not remove the battery .	-1,-1; 	-1,-1:[4,5 BATTERY#DESIGN_FEATURES 0 -1,-1]; 	{ -1 -1,-1 4,5 ;}
laptop_quad_test	600.0	i too have the black screen problem .	-1,-1; 	-1,-1:[5,6 DISPLAY#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 6,7 5,6 ;}
laptop_quad_test	601.0	computer is fine but the speakers broke after 1 week of use .	2,3; -1,-1; 	2,3:[0,1 LAPTOP#GENERAL 2 2,3]; -1,-1:[5,6 MULTIMEDIA_DEVICES#QUALITY 0 -1,-1]; 	{ -1 -1,-1 5,6 ;}
laptop_quad_test	602.0	the computer is good for the price , but the hdmi port is already broken .	3,4; -1,-1; 	3,4:[1,2 LAPTOP#PRICE 2 3,4]; -1,-1:[10,12 PORTS#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 -1,-1 10,12 ;}
laptop_quad_test	603.0	won ' t turn on , won ' t charge , have to send it to tx to be repaired .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	604.0	i want to insist that this is not a game laptop , as many have reviewed it as .	-1,-1; 	-1,-1:[10,11 LAPTOP#GENERAL 1 -1,-1]; 	{ -1 -1,-1 9,11 ;}
laptop_quad_test	605.0	battery life can last me roughly 5 or 6 hours on internet usage alone with multiple tabs .	-1,-1; 	-1,-1:[0,1 BATTERY#OPERATION_PERFORMANCE 1 -1,-1]; 	{ 1 -1,-1 0,2 ;}
laptop_quad_test	606.0	the speakers on the bottom take a moment to get used to but after that it ' s alright .	18,19; 	18,19:[1,2 MULTIMEDIA_DEVICES#GENERAL 1 18,19]; 	{ 0 -1,-1 1,2 ;}
laptop_quad_test	607.0	also , i hate the keyboard - it feels really cheap .	3,4; 10,11; 	3,4:[5,6 KEYBOARD#GENERAL 0 3,4]; 10,11:[5,6 KEYBOARD#GENERAL 0 10,11]; 	{ -1 -1,-1 5,6 ;}
laptop_quad_test	608.0	overall the laptop is cheap and flimsy .	4,5; 6,7; 	4,5:[2,3 LAPTOP#PRICE 2 4,5]; 6,7:[2,3 LAPTOP#QUALITY 0 6,7]; 	{ -1 -1,-1 2,3 ;}
laptop_quad_test	609.0	mx150 gaphics card is also pretty bad .	6,7; 	6,7:[0,3 GRAPHICS#GENERAL 0 6,7]; 	{ -1 6,7 0,2 ;}
laptop_quad_test	610.0	and i genuinely believed in acer , but first i had a lot of issues setting up the computer and after hours of customer service help the touch pad did n ' t even work .	-1,-1; 	-1,-1:[27,29 KEYBOARD#QUALITY 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	611.0	i took it to my local computer repair who states it has a bad board .	13,14; 	13,14:[14,15 MOTHERBOARD#GENERAL 0 13,14]; 	{ -1 13,14 6,8 ; -1 13,14 14,15 ;}
laptop_quad_test	612.0	there ' s something wrong with my laptop .	4,5; 	4,5:[7,8 LAPTOP#GENERAL 0 4,5]; 	{ -1 4,5 7,8 ;}
laptop_quad_test	613.0	something is wrong with the power management .	2,3; 	2,3:[5,7 BATTERY#GENERAL 0 2,3]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	614.0	very disappointed in the $ 600 e 15 , as opposed to the no frills , plain old , < $ 200 15 i ' ve had for 2 .	1,2; 	1,2:[6,8 LAPTOP#GENERAL 0 1,2]; 	{ -1 1,2 4,7 ;}
